Severity,Start_Time,End_Time,Distance(mi),State,Country,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Weather_Condition,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Day,Month,Year,Hour,Weekday,High_Severity
2,2017-07-20 20:23:46,2017-07-20 21:19:00,0.0,CT,US,75.9,94.0,6.0,3.5,Clear,Night,Day,Day,Day,20,7,2017,20.0,Thursday,False
2,2017-08-10 07:35:18,2017-08-10 08:14:37,0.0,NC,US,71.1,90.0,10.0,4.6,Partly Cloudy,Day,Day,Day,Day,10,8,2017,7.0,Thursday,False
2,2023-02-01 15:07:00,2023-02-01 15:34:30,0.507,MN,US,17.0,58.0,10.0,7.0,Fair,Day,Day,Day,Day,1,2,2023,15.0,Wednesday,False
2,2022-10-12 22:01:00,2022-10-12 23:50:54,0.498,FL,US,76.0,91.0,10.0,6.0,Thunder in the Vicinity,Night,Night,Night,Night,12,10,2022,22.0,Wednesday,False
3,2020-02-03 07:51:32,2020-02-03 09:06:18,0.0,CA,US,45.0,39.0,10.0,7.0,Partly Cloudy,Day,Day,Day,Day,3,2,2020,7.0,Monday,True
1,2020-04-06 00:45:43,2020-04-06 01:15:43,0.0,CA,US,47.0,74.0,10.0,3.0,Fair,Night,Night,Night,Night,6,4,2020,0.0,Monday,False
3,2018-05-25 13:19:38,2018-05-25 13:49:17,0.0,CA,US,64.0,63.0,10.0,8.1,Overcast,Day,Day,Day,Day,25,5,2018,13.0,Friday,True
2,2020-09-02 08:48:51,2020-09-02 09:18:36,0.0,FL,US,85.0,74.0,10.0,6.0,Fair,Day,Day,Day,Day,2,9,2020,8.0,Wednesday,False
2,2021-04-02 13:48:00,2021-04-04 23:59:00,0.296,DC,US,43.0,28.0,10.0,17.0,Partly Cloudy,Day,Day,Day,Day,2,4,2021,13.0,Friday,False
2,2021-12-24 02:16:46,2021-12-24 08:09:11,2.563,UT,US,36.0,93.0,10.0,13.0,Light Rain,Night,Night,Night,Night,24,12,2021,2.0,Friday,False
2,2021-10-26 07:41:00,2021-10-26 09:26:00,3.108,NC,US,55.0,82.0,10.0,6.0,Fair,Day,Day,Day,Day,26,10,2021,7.0,Tuesday,False
2,2019-12-06 23:13:00,2019-12-06 23:46:29,0.0,CA,US,59.0,87.0,5.0,0.0,Mostly Cloudy,Night,Night,Night,Night,6,12,2019,23.0,Friday,False
2,2021-02-20 15:35:00,2021-02-20 16:53:23,0.011,CA,US,66.0,29.0,10.0,9.0,Fair,Day,Day,Day,Day,20,2,2021,15.0,Saturday,False
2,,2022-07-16 06:15:22.000000,0.068,VA,US,72.0,87.0,3.0,0.0,Fair,Night,Night,Day,Day,,,,,,False
2,2019-06-28 09:22:50,2019-06-28 10:22:37,0.0,SC,US,81.0,74.0,10.0,0.0,Fair,Day,Day,Day,Day,28,6,2019,9.0,Friday,False
3,2017-10-24 09:54:09,2017-10-24 10:23:36,1.7899999618530271,FL,US,73.4,83.0,10.0,3.5,Scattered Clouds,Day,Day,Day,Day,24,10,2017,9.0,Tuesday,True
2,2020-02-28 17:15:37,2020-02-28 18:15:15,0.0,SC,US,48.0,50.0,10.0,23.0,Partly Cloudy / Windy,Day,Day,Day,Day,28,2,2020,17.0,Friday,False
4,2020-11-14 05:49:00,2020-11-14 10:45:00,0.353,NC,US,44.0,88.0,10.0,0.0,Fair,Night,Night,Night,Day,14,11,2020,5.0,Saturday,True
3,2020-12-30 12:18:53,2020-12-30 13:18:33,0.0,OH,US,46.0,83.0,10.0,22.0,Light Rain / Windy,Day,Day,Day,Day,30,12,2020,12.0,Wednesday,True
2,2020-06-10 11:37:54,2020-06-10 12:22:54,0.0,KY,US,88.0,61.0,10.0,21.0,Fair / Windy,Day,Day,Day,Day,10,6,2020,11.0,Wednesday,False
2,,2021-10-30 06:38:45.000000,0.392,NY,US,58.0,90.0,10.0,13.0,Cloudy,Night,Night,Night,Night,,,,,,False
3,2022-07-23 09:32:04,2022-07-23 10:46:40,0.0,CA,US,69.0,73.0,10.0,7.0,Cloudy,Day,Day,Day,Day,23,7,2022,9.0,Saturday,True
2,2021-02-01 11:38:00,2021-02-01 14:01:36,1.493,CT,US,27.0,89.0,0.5,17.0,Snow,Day,Day,Day,Day,1,2,2021,11.0,Monday,False
2,,2022-02-25 11:20:00.000000000,1.1840000000000002,MN,US,11.0,59.0,10.0,0.0,Fair,Day,Day,Day,Day,,,,,,False
2,2020-11-11 14:41:00,2020-11-11 17:05:52,1.13,CA,US,,,10.0,5.0,Fair,Day,Day,Day,Day,11,11,2020,14.0,Wednesday,False
2,2019-12-06 16:27:00,2019-12-06 18:00:25,0.0,CA,US,60.0,75.0,10.0,5.0,Cloudy,Day,Day,Day,Day,6,12,2019,16.0,Friday,False
2,2019-02-06 08:12:43,2019-02-06 08:42:43,0.0,NJ,US,32.0,80.0,10.0,6.9,Scattered Clouds,Day,Day,Day,Day,6,2,2019,8.0,Wednesday,False
2,2020-03-23 23:28:00,2020-03-24 00:26:00,0.0,UT,US,38.0,93.0,10.0,6.0,Mostly Cloudy,Night,Night,Night,Night,23,3,2020,23.0,Monday,False
2,2020-01-15 07:47:28,2020-01-15 09:21:57,0.0,OK,US,56.0,93.0,7.0,12.0,Fair,Day,Day,Day,Day,15,1,2020,7.0,Wednesday,False
2,2018-02-22 17:30:47,2018-02-22 18:00:36,0.0,SC,US,73.0,73.0,10.0,8.1,Clear,Day,Day,Day,Day,22,2,2018,17.0,Thursday,False
2,2021-10-23 14:30:30,2021-10-23 15:19:03,0.0,CA,US,64.0,59.0,10.0,3.0,Mostly Cloudy,Day,Day,Day,Day,23,10,2021,14.0,Saturday,False
2,2019-08-01 06:27:09,2019-08-01 07:42:44,0.0,TN,US,74.0,76.0,10.0,5.0,Mostly Cloudy,Day,Day,Day,Day,1,8,2019,6.0,Thursday,False
2,2017-02-21 10:44:26,2017-02-21 11:14:13,0.0,FL,US,73.4,69.0,10.0,8.1,Clear,Day,Day,Day,Day,21,2,2017,10.0,Tuesday,False
2,2022-05-17 12:47:00,2022-05-17 15:05:26,0.609,CA,US,63.0,56.0,6.0,21.0,Haze / Windy,Day,Day,Day,Day,17,5,2022,12.0,Tuesday,False
2,2019-08-12 16:01:14,2019-08-12 16:30:10,0.64,GA,US,92.0,58.0,10.0,7.0,Fair,Day,Day,Day,Day,12,8,2019,16.0,Monday,False
3,2021-09-01 18:08:51,2021-09-01 18:54:16,0.0,IL,US,73.0,48.0,10.0,15.0,Fair,Day,Day,Day,Day,1,9,2021,18.0,Wednesday,True
3,2019-04-03 10:41:53,2019-04-03 13:15:16,0.0,FL,US,68.0,49.0,10.0,12.0,Fair,Day,Day,Day,Day,3,4,2019,10.0,Wednesday,True
2,2017-03-28 17:41:52,2017-03-28 23:41:52,0.418,MI,US,48.9,59.0,10.0,11.5,Clear,Day,Day,Day,Day,28,3,2017,17.0,Tuesday,False
2,2019-11-11 07:59:55,2019-11-11 09:59:54,0.0,SC,US,47.0,93.0,10.0,0.0,Fair,Day,Day,Day,Day,11,11,2019,7.0,Monday,False
2,2019-12-06 09:53:00,2019-12-06 10:24:29,0.0,CA,US,59.0,63.0,10.0,12.0,Fair,Day,Day,Day,Day,6,12,2019,9.0,Friday,False
2,2019-02-04 07:33:28,2019-02-04 08:03:17,0.0,LA,US,63.1,100.0,10.0,9.2,Overcast,Day,Day,Day,Day,4,2,2019,7.0,Monday,False
3,2017-08-22 07:03:00,2017-08-22 07:32:41,0.0,CA,US,66.0,90.0,10.0,7.0,Mostly Cloudy,Day,Day,Day,Day,22,8,2017,7.0,Tuesday,True
2,2019-12-06 16:18:27,2019-12-06 17:33:16,0.0,AZ,US,71.0,36.0,10.0,7.0,Mostly Cloudy,Day,Day,Day,Day,6,12,2019,16.0,Friday,False
2,2022-07-05 12:27:30,2022-07-05 13:45:27,0.392,TN,US,91.0,53.0,10.0,0.0,Partly Cloudy,Day,Day,Day,Day,5,7,2022,12.0,Tuesday,False
2,2020-10-16 18:58:00,2020-10-16 20:02:00,1.224,FL,US,79.0,77.0,10.0,5.0,Mostly Cloudy,Night,Day,Day,Day,16,10,2020,18.0,Friday,False
4,2018-03-15 20:52:21,2018-03-16 02:52:21,1.31,NY,US,34.0,56.0,10.0,5.8,Overcast,Night,Night,Night,Night,15,3,2018,20.0,Thursday,True
2,,2020-10-13 00:17:30.000000000,2.401,PA,US,51.0,89.0,7.0,14.0,Light Rain,Night,Night,Night,Night,,,,,,False
2,2019-12-16 04:08:07,2019-12-16 05:07:48,0.0,TN,US,58.0,93.0,2.0,0.0,Light Rain,Night,Night,Night,Night,16,12,2019,4.0,Monday,False
3,2018-01-11 10:40:29,2018-01-11 11:40:03,7.309999942779541,WA,US,44.4,100.0,4.0,7.0,Rain,Day,Day,Day,Day,11,1,2018,10.0,Thursday,True
2,2021-07-30 19:50:46,2021-07-30 20:50:46,1.294,OR,US,90.0,35.0,10.0,3.0,Fair,Day,Day,Day,Day,30,7,2021,19.0,Friday,False
2,2019-08-29 08:19:46,2019-08-29 09:21:00,1.2300000190734863,CO,US,81.0,15.0,70.0,12.0,Mostly Cloudy,Day,Day,Day,Day,29,8,2019,8.0,Thursday,False
2,2021-09-16 10:13:34,2021-09-16 11:00:00,0.0,CA,US,81.0,7.0,10.0,3.0,Fair,Day,Day,Day,Day,16,9,2021,10.0,Thursday,False
2,2022-05-20 00:01:00,2022-05-20 01:25:00,0.638,GA,US,74.0,76.0,10.0,3.0,Fair,Night,Night,Night,Night,20,5,2022,0.0,Friday,False
2,2018-09-20 16:48:14,2018-09-20 17:17:29,0.0,CA,US,87.8,15.0,10.0,7.0,Clear,Day,Day,Day,Day,20,9,2018,16.0,Thursday,False
2,2018-10-25 17:22:17,2018-10-25 18:07:04,0.0,CA,US,78.1,43.0,10.0,8.1,Clear,Day,Day,Day,Day,25,10,2018,17.0,Thursday,False
2,2018-12-02 23:15:00,2018-12-03 00:13:00,0.452,UT,US,30.2,83.0,10.0,4.6,Overcast,Night,Night,Night,Night,2,12,2018,23.0,Sunday,False
3,2017-02-13 14:17:35,2017-02-13 15:20:00,0.01,TX,US,64.9,43.0,10.0,11.5,Overcast,Day,Day,Day,Day,13,2,2017,14.0,Monday,True
2,,2022-11-18 20:24:30.000000000,17.067,CA,US,,,10.0,8.0,Fair,Day,Day,Day,Day,,,,,,False
2,2022-10-02 13:18:00,2022-10-02 13:44:00,1.014,VA,US,63.0,93.0,10.0,16.0,Cloudy,Day,Day,Day,Day,2,10,2022,13.0,Sunday,False
2,2017-02-20 16:21:57,2017-02-20 17:06:38,0.01,IL,US,66.9,52.0,10.0,11.5,Clear,Day,Day,Day,Day,20,2,2017,16.0,Monday,False
2,2020-10-16 17:03:14,2020-10-16 18:02:55,1.0700000524520874,OH,US,57.0,26.0,10.0,15.0,Fair,Day,Day,Day,Day,16,10,2020,17.0,Friday,False
2,2020-01-06 09:50:54,2020-01-06 10:37:12,0.0,TX,US,62.0,75.0,10.0,5.0,Fair,Day,Day,Day,Day,6,1,2020,9.0,Monday,False
2,2022-04-01 17:16:30,2022-04-01 19:30:27,0.206,LA,US,71.0,27.0,10.0,7.0,Fair,Day,Day,Day,Day,1,4,2022,17.0,Friday,False
2,,2022-04-30 18:07:52.000000000,0.188,FL,US,84.0,53.0,10.0,9.0,Fair,Day,Day,Day,Day,,,,,,False
2,,2022-07-29 20:37:49.000000000,0.008,SC,US,88.0,75.0,10.0,13.0,Fair,Day,Day,Day,Day,,,,,,False
4,2019-09-03 15:50:57,2019-09-03 17:35:05,0.0,TX,US,96.0,46.0,10.0,14.0,Fair,Day,Day,Day,Day,3,9,2019,15.0,Tuesday,True
2,2021-11-04 11:21:00,2021-11-04 12:20:04,2.237,IN,US,46.0,51.0,10.0,7.0,Fair,Day,Day,Day,Day,4,11,2021,11.0,Thursday,False
2,2020-10-09 13:37:00,2020-10-09 14:54:01,0.171,CA,US,75.0,57.0,9.0,10.0,Fair,Day,Day,Day,Day,9,10,2020,13.0,Friday,False
2,2020-12-30 04:40:06,2020-12-30 05:24:39,0.0,CA,US,40.0,68.0,10.0,6.0,Fair,Night,Night,Night,Night,30,12,2020,4.0,Wednesday,False
2,2017-08-16 08:33:18,2017-08-16 09:02:30,0.0,CA,US,66.9,66.0,10.0,5.8,Overcast,Day,Day,Day,Day,16,8,2017,8.0,Wednesday,False
3,2020-01-28 21:42:19,2020-01-28 22:10:10,1.842,CT,US,35.0,59.0,10.0,12.0,Cloudy,Night,Night,Night,Night,28,1,2020,21.0,Tuesday,True
2,2022-08-16 10:27:00,2022-08-16 12:05:27,0.741,MI,US,77.0,60.0,10.0,8.0,Fair,Day,Day,Day,Day,16,8,2022,10.0,Tuesday,False
2,2018-01-08 17:17:26,2018-01-08 17:47:13,0.0,NC,US,43.0,34.0,10.0,3.5,Mostly Cloudy,Day,Day,Day,Day,8,1,2018,17.0,Monday,False
2,2022-10-17 10:33:35,2022-10-17 19:15:12,4.259,NY,US,63.0,72.0,10.0,12.0,Mostly Cloudy,Day,Day,Day,Day,17,10,2022,10.0,Monday,False
2,,2021-01-18 18:47:12.000000000,0.36,CA,US,64.0,23.0,10.0,14.0,Fair,Night,Day,Day,Day,,,,,,False
2,2022-02-23 17:24:31,2022-02-23 18:30:31,0.378,FL,US,76.0,64.0,10.0,8.0,Mostly Cloudy,Day,Day,Day,Day,23,2,2022,17.0,Wednesday,False
2,2021-02-13 11:58:36,2021-02-13 14:13:02,1.487,MD,US,29.0,75.0,6.0,9.0,Light Freezing Rain,Day,Day,Day,Day,13,2,2021,11.0,Saturday,False
2,2021-07-20 16:38:46,2021-07-20 18:46:06,0.113,NC,US,82.0,49.0,9.0,6.0,Cloudy,Day,Day,Day,Day,20,7,2021,16.0,Tuesday,False
2,2022-09-14 09:01:00,2022-09-14 10:47:30,5.553999999999999,AZ,US,81.0,52.0,10.0,5.0,Fair,Day,Day,Day,Day,14,9,2022,9.0,Wednesday,False
2,2017-11-17 16:02:04,2017-11-17 16:46:47,0.0,NM,US,66.0,30.0,10.0,15.0,Mostly Cloudy,Day,Day,Day,Day,17,11,2017,16.0,Friday,False
2,2022-08-05 14:27:33,2022-08-05 19:24:58,6.194,FL,US,91.0,55.0,10.0,14.0,Partly Cloudy,Day,Day,Day,Day,5,8,2022,14.0,Friday,False
2,2019-11-13 19:01:00,2019-11-13 20:00:00,0.0,UT,US,48.0,58.0,10.0,8.0,Fair,Night,Night,Night,Night,13,11,2019,19.0,Wednesday,False
2,2021-01-04 01:38:00,2021-01-04 03:20:11,2.406,CA,US,48.0,50.0,10.0,8.0,Fair,Night,Night,Night,Night,4,1,2021,1.0,Monday,False
3,2019-05-18 15:47:19,2019-05-18 18:06:13,0.0,GA,US,87.0,43.0,10.0,6.0,Fair,Day,Day,Day,Day,18,5,2019,15.0,Saturday,True
3,2022-08-19 19:33:30,2022-08-19 20:02:09,0.0,VA,US,75.0,76.0,10.0,0.0,Fair,Day,Day,Day,Day,19,8,2022,19.0,Friday,True
2,,2023-01-03 12:09:15.000000000,0.208,WA,US,40.0,73.0,10.0,10.0,Cloudy,Day,Day,Day,Day,,,,,,False
2,2021-06-03 06:29:02,2021-06-03 07:58:24,0.0,MD,US,66.0,92.0,5.0,3.0,Cloudy,Day,Day,Day,Day,3,6,2021,6.0,Thursday,False
4,2020-06-13 08:04:15,2020-06-13 09:04:15,0.0,PA,US,63.0,52.0,10.0,8.0,Fair,Day,Day,Day,Day,13,6,2020,8.0,Saturday,True
2,,2023-01-19 05:35:28.000000000,0.048,SC,US,55.0,94.0,0.25,0.0,Fog,Night,Night,Night,Night,,,,,,False
2,2021-10-07 11:36:52,2021-10-07 12:52:14,0.0069999999999999,LA,US,85.0,59.0,10.0,6.0,Partly Cloudy,Day,Day,Day,Day,7,10,2021,11.0,Thursday,False
2,2022-01-21 15:46:00,2022-01-21 17:54:30,0.108,CA,US,69.0,14.0,10.0,13.0,Fair,Day,Day,Day,Day,21,1,2022,15.0,Friday,False
3,2016-12-26 00:34:30,2016-12-26 01:19:14,0.01,CA,US,39.0,67.0,10.0,5.8,Partly Cloudy,Night,Night,Night,Night,26,12,2016,0.0,Monday,True
2,2019-12-05 23:53:00,2019-12-06 00:27:29,0.0,CA,US,55.0,88.0,10.0,0.0,Mostly Cloudy,Night,Night,Night,Night,5,12,2019,23.0,Thursday,False
2,2021-10-15 18:45:25,2021-10-15 20:52:46,0.156,FL,US,82.0,69.0,10.0,9.0,Fair,Day,Day,Day,Day,15,10,2021,18.0,Friday,False
2,2019-09-23 07:12:00,2019-09-23 10:04:28,0.0,CA,US,61.0,90.0,10.0,0.0,Cloudy,Day,Day,Day,Day,23,9,2019,7.0,Monday,False
2,2021-11-30 23:22:00,2021-12-01 01:23:43,2.517,CA,US,50.0,68.0,10.0,5.0,Fair,Night,Night,Night,Night,30,11,2021,23.0,Tuesday,False
2,2017-11-10 07:31:09,2017-11-10 08:00:42,0.0,NE,US,22.3,61.0,10.0,11.5,Overcast,Day,Day,Day,Day,10,11,2017,7.0,Friday,False
2,2021-09-25 06:27:23,2021-09-25 07:27:23,0.072,OR,US,54.0,77.0,10.0,0.0,Fair,Night,Night,Day,Day,25,9,2021,6.0,Saturday,False
2,,2021-02-11 19:47:56.000000000,0.175,CA,US,58.0,78.0,10.0,3.0,Mostly Cloudy,Night,Day,Day,Day,,,,,,False
2,2022-04-09 08:10:12,2022-04-09 09:28:14,0.884,VA,US,32.0,94.0,10.0,9.0,Cloudy,Day,Day,Day,Day,9,4,2022,8.0,Saturday,False
2,2018-12-24 05:15:15,2018-12-24 05:44:39,1.064,CA,US,46.0,76.0,5.0,7.0,Haze,Night,Night,Night,Night,24,12,2018,5.0,Monday,False
2,2019-01-29 07:01:47,2019-01-29 07:46:37,0.0,AZ,US,52.0,57.0,10.0,5.8,Overcast,Night,Day,Day,Day,29,1,2019,7.0,Tuesday,False
2,2023-03-20 08:00:11,2023-03-20 13:00:10,0.5670000000000001,FL,US,53.0,74.0,10.0,7.0,Cloudy,Day,Day,Day,Day,20,3,2023,8.0,Monday,False
2,2019-01-16 13:08:11,2019-01-16 13:37:59,0.0,TX,US,63.0,40.0,10.0,9.2,Scattered Clouds,Day,Day,Day,Day,16,1,2019,13.0,Wednesday,False
2,2020-05-27 06:14:00,2020-05-27 08:05:31,0.0,CA,US,68.0,40.0,10.0,10.0,Fair,Day,Day,Day,Day,27,5,2020,6.0,Wednesday,False
2,2018-04-05 20:46:34,2018-04-06 02:46:34,2.657,OH,US,46.0,51.0,10.0,5.8,Clear,Night,Night,Day,Day,5,4,2018,20.0,Thursday,False
2,2018-05-25 12:01:41,2018-05-25 12:31:28,0.0,NY,US,78.1,52.0,,10.4,Clear,Day,Day,Day,Day,25,5,2018,12.0,Friday,False
2,2019-12-05 10:17:12,2019-12-05 11:03:13,0.0,TX,US,59.0,100.0,3.0,3.0,Cloudy,Day,Day,Day,Day,5,12,2019,10.0,Thursday,False
2,2018-08-09 08:15:57,2018-08-09 08:47:00,0.0,CO,US,66.9,70.0,10.0,3.5,Scattered Clouds,Day,Day,Day,Day,9,8,2018,8.0,Thursday,False
3,2021-12-23 16:01:04,2021-12-23 16:30:33,0.0,CA,US,52.0,88.0,4.0,5.0,Light Rain,Day,Day,Day,Day,23,12,2021,16.0,Thursday,True
2,2021-07-30 14:22:00,2021-07-30 16:22:52,0.928,TX,US,92.0,54.0,10.0,9.0,Mostly Cloudy,Day,Day,Day,Day,30,7,2021,14.0,Friday,False
2,2021-07-01 16:16:37,2021-07-01 18:23:40,0.0,CA,US,68.0,65.0,10.0,14.0,Mostly Cloudy,Day,Day,Day,Day,1,7,2021,16.0,Thursday,False
3,2019-09-12 18:18:02,2019-09-12 18:47:10,0.027,IL,US,76.0,79.0,10.0,6.0,Fair,Day,Day,Day,Day,12,9,2019,18.0,Thursday,True
2,2021-07-23 11:04:00,2021-07-23 13:03:20,0.234,CA,US,86.0,30.0,10.0,3.0,Mostly Cloudy,Day,Day,Day,Day,23,7,2021,11.0,Friday,False
3,2020-11-28 16:20:11,2020-11-28 16:49:49,0.0,GA,US,64.0,50.0,10.0,7.0,Fair,Day,Day,Day,Day,28,11,2020,16.0,Saturday,True
2,,2022-07-24 22:21:29.000000,0.021,VA,US,87.0,67.0,10.0,14.0,Partly Cloudy,Night,Night,Day,Day,,,,,,False
2,2021-12-03 13:25:30,2021-12-03 16:51:00,1.5659999999999998,CA,US,64.0,63.0,3.0,7.0,Haze,Day,Day,Day,Day,3,12,2021,13.0,Friday,False
4,2019-06-01 16:24:18,2019-06-01 16:52:59,0.56,NY,US,80.0,45.0,10.0,7.0,Fair,Day,Day,Day,Day,1,6,2019,16.0,Saturday,True
2,2021-08-24 07:47:00,2021-08-24 09:22:38,0.357,FL,US,75.0,100.0,10.0,0.0,Partly Cloudy,Day,Day,Day,Day,24,8,2021,7.0,Tuesday,False
2,2022-07-15 13:31:00,2022-07-15 15:42:17,0.182,CA,US,79.0,44.0,10.0,10.0,Fair,Day,Day,Day,Day,15,7,2022,13.0,Friday,False
2,2016-04-22 16:13:26,2016-04-22 22:13:26,0.066,CA,US,93.0,11.0,10.0,9.2,Clear,Day,Day,Day,Day,22,4,2016,16.0,Friday,False
3,2022-05-11 08:23:33,2022-05-11 08:52:34,0.0,LA,US,72.0,94.0,10.0,0.0,Fair,Day,Day,Day,Day,11,5,2022,8.0,Wednesday,True
2,2022-12-22 10:45:11,2022-12-22 12:07:09,0.049,PA,US,34.0,95.0,5.0,6.0,Light Rain,Day,Day,Day,Day,22,12,2022,10.0,Thursday,False
2,2022-09-10 20:34:37,2022-09-10 22:02:08,0.0069999999999999,NC,US,74.0,93.0,6.0,5.0,Light Rain,Night,Night,Night,Day,10,9,2022,20.0,Saturday,False
3,2019-05-17 22:49:27,2019-05-17 23:18:56,0.051,CO,US,44.0,82.0,10.0,10.0,Partly Cloudy,Night,Night,Night,Night,17,5,2019,22.0,Friday,True
2,2021-05-04 05:42:30,2021-05-04 13:28:56,0.184,FL,US,78.0,76.0,10.0,6.0,Fair,Night,Night,Night,Day,4,5,2021,5.0,Tuesday,False
3,2018-01-30 08:32:22,2018-01-30 09:02:04,0.0,WI,US,12.2,73.0,10.0,7.0,Clear,Day,Day,Day,Day,30,1,2018,8.0,Tuesday,True
4,2019-07-08 16:50:38,2019-07-08 21:50:19,1.797,CO,US,72.0,44.0,10.0,14.0,Mostly Cloudy,Day,Day,Day,Day,8,7,2019,16.0,Monday,True
2,2019-08-12 16:31:00,2019-08-12 17:30:00,0.351,UT,US,85.0,20.0,10.0,9.0,Fair,Day,Day,Day,Day,12,8,2019,16.0,Monday,False
2,2019-09-09 18:14:43,2019-09-09 19:30:47,0.0,CA,US,82.0,35.0,10.0,18.0,Fair,Day,Day,Day,Day,9,9,2019,18.0,Monday,False
2,,2022-11-21 21:28:11.000000000,0.015,VA,US,41.0,40.0,10.0,3.0,Fair,Night,Night,Night,Night,,,,,,False
2,2021-06-02 05:16:30,2021-06-02 07:20:45,0.281,MD,US,63.0,100.0,10.0,3.0,Fair,Night,Day,Day,Day,2,6,2021,5.0,Wednesday,False
2,2019-11-25 14:36:15,2019-11-25 15:25:10,0.0,TX,US,79.0,56.0,10.0,18.0,Mostly Cloudy,Day,Day,Day,Day,25,11,2019,14.0,Monday,False
2,,2022-04-24 16:11:08.000000,0.288,CA,US,74.0,29.0,10.0,23.0,Fair / Windy,Day,Day,Day,Day,,,,,,False
2,,2022-07-16 23:27:57.000000000,0.096,CA,US,79.0,34.0,10.0,7.0,Fair,Night,Night,Night,Day,,,,,,False
2,2021-09-01 18:11:30,2021-09-01 18:25:29,1.144,GA,US,83.0,58.0,10.0,7.0,Fair,Day,Day,Day,Day,1,9,2021,18.0,Wednesday,False
2,2022-06-28 16:49:58,2022-06-28 17:59:13,2.398,FL,US,,,10.0,0.0,Partly Cloudy,Day,Day,Day,Day,28,6,2022,16.0,Tuesday,False
2,,2022-07-15 18:13:00.000000000,0.632,LA,US,79.0,84.0,10.0,9.0,Fair,Day,Day,Day,Day,,,,,,False
3,2018-11-09 14:49:41,2018-11-09 16:19:26,0.0,LA,US,52.0,89.0,10.0,6.9,Light Rain,Day,Day,Day,Day,9,11,2018,14.0,Friday,True
2,2021-10-14 19:31:24,2021-10-14 20:01:00,0.0,AL,US,72.0,84.0,10.0,0.0,Fair,Night,Night,Night,Day,14,10,2021,19.0,Thursday,False
2,2018-11-27 07:15:01,2018-11-27 07:44:22,0.0,GA,US,30.9,76.0,10.0,8.1,Clear,Night,Day,Day,Day,27,11,2018,7.0,Tuesday,False
2,2017-11-30 18:06:23,2017-11-30 18:51:03,0.0,IL,US,48.0,44.0,10.0,8.1,Partly Cloudy,Night,Night,Night,Night,30,11,2017,18.0,Thursday,False
2,2017-08-18 16:07:22,2017-08-18 16:37:10,0.0,TX,US,87.1,61.0,10.0,6.9,Mostly Cloudy,Day,Day,Day,Day,18,8,2017,16.0,Friday,False
3,2019-11-26 18:55:59,2019-11-26 20:30:22,0.0,TX,US,71.0,73.0,10.0,6.0,Cloudy,Night,Night,Night,Day,26,11,2019,18.0,Tuesday,True
2,2021-06-01 12:07:30,2021-06-01 18:15:00,3.632,CA,US,70.0,59.0,10.0,9.0,Fair,Day,Day,Day,Day,1,6,2021,12.0,Tuesday,False
2,2021-01-23 10:11:04,2021-01-23 13:11:08,0.308,MN,US,16.0,81.0,10.0,9.0,Light Snow,Day,Day,Day,Day,23,1,2021,10.0,Saturday,False
2,2022-06-09 22:10:00,2022-06-10 00:19:56,0.52,CA,US,71.0,68.0,10.0,7.0,Fair,Night,Night,Night,Night,9,6,2022,22.0,Thursday,False
2,2019-08-13 08:26:53,2019-08-13 08:56:39,0.0,TX,US,85.0,67.0,10.0,6.0,Fair,Day,Day,Day,Day,13,8,2019,8.0,Tuesday,False
2,2019-07-12 18:33:43,2019-07-12 20:03:26,0.0,MI,US,81.0,32.0,10.0,8.0,Fair,Day,Day,Day,Day,12,7,2019,18.0,Friday,False
2,2021-06-18 12:06:00,2021-06-18 13:23:57,2.647,CA,US,101.0,16.0,8.0,6.0,Fair,Day,Day,Day,Day,18,6,2021,12.0,Friday,False
2,2019-05-04 10:52:06,2019-05-04 15:13:06,0.0,WA,US,58.0,65.0,10.0,7.0,Fair,Day,Day,Day,Day,4,5,2019,10.0,Saturday,False
2,2021-10-16 13:12:30,2021-10-16 13:42:00,0.402,CA,US,83.0,20.0,10.0,6.0,Fair,Day,Day,Day,Day,16,10,2021,13.0,Saturday,False
2,2018-08-27 15:37:15,2018-08-27 16:06:44,0.0,TX,US,99.0,33.0,10.0,12.7,Scattered Clouds,Day,Day,Day,Day,27,8,2018,15.0,Monday,False
2,2021-01-27 17:46:42,2021-01-27 19:25:26,0.099,FL,US,79.0,54.0,10.0,8.0,Fair,Day,Day,Day,Day,27,1,2021,17.0,Wednesday,False
4,2022-05-21 06:56:00,2022-05-21 08:49:21,0.619,PA,US,67.0,100.0,0.0,0.0,Fog,Day,Day,Day,Day,21,5,2022,6.0,Saturday,True
2,2017-08-25 17:14:30,2017-08-25 17:59:16,0.0,WA,US,73.0,39.0,10.0,3.5,Clear,Day,Day,Day,Day,25,8,2017,17.0,Friday,False
3,2020-11-14 06:08:58,2020-11-14 08:06:52,0.0,AL,US,45.0,86.0,10.0,6.0,Fair,Night,Day,Day,Day,14,11,2020,6.0,Saturday,True
2,2017-01-06 05:36:55,2017-01-06 06:21:34,0.01,PA,US,25.0,85.0,8.0,3.5,Overcast,Night,Night,Night,Night,6,1,2017,5.0,Friday,False
2,2018-04-23 13:08:21,2018-04-23 14:15:00,0.0,LA,US,66.0,59.0,10.0,12.7,Mostly Cloudy,Day,Day,Day,Day,23,4,2018,13.0,Monday,False
